SiteID,ProjectCode,TesterID,DATE,TIME,LOT NAME,LOGIN MODE,STOP TIME,RESTART TIME,DOWN TIME,KEYWORD,STATUS,ERROR CODE,ERROR TYPE,ERROR MESSAGE,MESSAGE
MI_X,X123,FFXX,29/05/2018,1:58:23,MTAXMC18500513,OPERATOR,1:58:23,1:58:36,13,WARNING,,17,Input Stacker,(17)Pick Unit Continous Fail,
MI_X,X123,FFXX,29/05/2018,1:58:48,MTAXMC18500513,OPERATOR,1:58:48,2:02:22,214,WARNING,,15,Input Stacker,(15)Tray Removal In Progress,
MI_X,X123,FFXX,29/05/2018,1:59:59,MTAXMC18500513,OPERATOR,,,,PRODUCTION TIME,1:11:35,,,,Production TIME:01:11:35
MI_X,X123,FFXX,29/05/2018,1:59:59,MTAXMC18500513,OPERATOR,,,,DOWN TIME,0:48:25,,,,Down TIME:00:48:25
MI_X,X123,FFXX,29/05/2018,1:59:59,MTAXMC18500513,OPERATOR,,,,IDLE TIME,0:00:00,,,,IDLE TIME:00:00:00
MI_X,X123,FFXX,29/05/2018,2:00:17,MTAXMC18500513,OPERATOR,,,,RETEST END,,,,,RETEST 2 END
MI_X,X123,FFXX,29/05/2018,2:00:17,MTAXMC18500513,OPERATOR,,,,START,,,,,START
MI_X,X123,FFXX,29/05/2018,2:02:07,MTAXMC18500513,OPERATOR,2:02:07,2:02:22,15,WARNING,,33,Output Stacker,(33)Tray Exchange Vacumn Switch Not ON,
MI_X,X123,FFXX,29/05/2018,2:02:23,MTAXMC18500513,OPERATOR,2:02:23,2:04:07,104,WARNING,,1,Input Stacker,(1)Loaded Input Tray Drawer Removed,
MI_X,X123,FFXX,29/05/2018,2:02:24,MTAXMC18500513,OPERATOR,2:02:24,2:02:30,6,WARNING,,33,Output Stacker,(33)Tray Exchange Vacumn Switch Not ON,
MI_X,X123,FFXX,29/05/2018,2:03:44,MTAXMC18500513,OPERATOR,2:03:44,2:04:08,24,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:03:44,MTAXMC18500513,OPERATOR,2:03:44,2:04:08,24,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:03:45,MTAXMC18500513,OPERATOR,2:03:45,2:04:08,23,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:03:45,MTAXMC18500513,OPERATOR,2:03:45,2:04:07,22,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:07,MTAXMC18500513,OPERATOR,2:04:07,2:04:15,8,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:07,MTAXMC18500513,OPERATOR,2:04:07,2:04:08,1,WARNING,,1,Input Stacker,(1)Loaded Input Tray Drawer Removed,
MI_X,X123,FFXX,29/05/2018,2:04:08,MTAXMC18500513,OPERATOR,2:04:08,2:04:15,7,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:08,MTAXMC18500513,OPERATOR,2:04:08,2:04:15,7,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:08,MTAXMC18500513,OPERATOR,2:04:08,2:04:15,7,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:15,MTAXMC18500513,OPERATOR,2:04:15,2:04:16,1,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:15,MTAXMC18500513,OPERATOR,2:04:15,2:04:16,1,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:15,MTAXMC18500513,OPERATOR,2:04:15,2:04:16,1,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:15,MTAXMC18500513,OPERATOR,2:04:15,2:04:16,1,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:16,MTAXMC18500513,OPERATOR,2:04:16,2:04:31,15,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:16,MTAXMC18500513,OPERATOR,2:04:16,2:04:32,16,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:16,MTAXMC18500513,OPERATOR,2:04:16,2:04:32,16,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:16,MTAXMC18500513,OPERATOR,2:04:16,2:04:32,16,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:31,MTAXMC18500513,OPERATOR,2:04:31,2:04:41,10,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:32,MTAXMC18500513,OPERATOR,2:04:32,2:04:41,9,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:32,MTAXMC18500513,OPERATOR,2:04:32,2:04:41,9,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:32,MTAXMC18500513,OPERATOR,2:04:32,2:04:41,9,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:41,MTAXMC18500513,OPERATOR,2:04:41,2:04:53,12,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:41,MTAXMC18500513,OPERATOR,2:04:41,2:04:53,12,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:41,MTAXMC18500513,OPERATOR,2:04:41,2:04:53,12,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:41,MTAXMC18500513,OPERATOR,2:04:41,2:04:53,12,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:53,MTAXMC18500513,OPERATOR,2:04:53,2:10:10,317,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:04:53,MTAXMC18500513,OPERATOR,2:04:53,2:10:10,317,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:53,MTAXMC18500513,OPERATOR,2:04:53,2:10:10,317,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:04:53,MTAXMC18500513,OPERATOR,2:04:53,2:10:10,317,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,END,,,,,LOT END WORKDONE
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,INPUT,2849,,,,INPUT:2849-PASS:3222-FAIL:192-RATE:94.38%
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,PASS,3222,,,,INPUT:2849-PASS:3222-FAIL:192-RATE:94.38%
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,FAIL,192,,,,INPUT:2849-PASS:3222-FAIL:192-RATE:94.38%
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,RATE,94.38%,,,,INPUT:2849-PASS:3222-FAIL:192-RATE:94.38%
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,PRODUCTION TIME LOT,1:13:01,,,,Production Lot TIME:01:13:01
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,DOWN TIME LOT,0:52:33,,,,Down Lot TIME:00:52:33
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,IDLE TIME LOT,0:00:00,,,,Idle Lot TIME:00:00:00
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,PRODUCTION TIME,1:13:01,,,,Production TIME:01:13:01
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,DOWN TIME,0:52:33,,,,Down TIME:00:52:33
MI_X,X123,FFXX,29/05/2018,2:05:32,MTAXMC18500513,OPERATOR,,,,IDLE TIME,0:00:00,,,,Idle TIME:00:00:00
MI_X,X123,FFXX,29/05/2018,2:06:46,,OPERATOR,,,,OPERATOR,,,,,OPERATOR LOGOUT
MI_X,X123,FFXX,29/05/2018,2:06:46,,ENG_MI,,,,ENG MI,,,,,ENG_MI LOGIN
MI_X,X123,FFXX,29/05/2018,2:07:02,,ENG_MI,2:07:02,2:07:13,11,WARNING,,0,TC2D,TC2 Disabled,
MI_X,X123,FFXX,29/05/2018,2:07:13,,ENG_MI,2:07:13,2:07:31,18,WARNING,,0,TC2D,TC2 Disabled,
MI_X,X123,FFXX,29/05/2018,2:07:31,,ENG_MI,2:07:31,2:59:24,3113,WARNING,,0,TC2D,TC2 Disabled,
MI_X,X123,FFXX,29/05/2018,2:07:37,,ENG_MI,2:07:37,2:07:57,20,WARNING,,0,TC3D,TC3 Disabled,
MI_X,X123,FFXX,29/05/2018,2:07:57,,ENG_MI,2:07:57,2:59:25,3088,WARNING,,0,TC3D,TC3 Disabled,
MI_X,X123,FFXX,29/05/2018,2:07:59,,ENG_MI,,,,ENG MI,,,,,ENG_MI LOGOUT
MI_X,X123,FFXX,29/05/2018,2:07:59,,OPERATOR,,,,OPERATOR,,,,,OPERATOR LOGIN
MI_X,X123,FFXX,29/05/2018,2:08:25,,OPERATOR,,,,OPERATOR,,,,,OPERATOR LOGOUT
MI_X,X123,FFXX,29/05/2018,2:08:25,,ENG_MI,,,,ENG MI,,,,,ENG_MI LOGIN
MI_X,X123,FFXX,29/05/2018,2:08:44,,ENG_MI,,,,ENG MI,,,,,ENG_MI LOGOUT
MI_X,X123,FFXX,29/05/2018,2:08:44,,OPERATOR,,,,OPERATOR,,,,,OPERATOR LOGIN
MI_X,X123,FFXX,29/05/2018,2:10:40,,OPERATOR,2:10:40,2:12:11,91,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:10:40,,OPERATOR,2:10:40,2:12:10,90,WARNING,,105,TC1,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:10:40,,OPERATOR,2:10:40,2:12:11,91,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:10:40,,OPERATOR,2:10:40,2:12:11,91,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:10:57,,OPERATOR,,,,OPERATOR,,,,,OPERATOR LOGOUT
MI_X,X123,FFXX,29/05/2018,2:10:57,,ENG_MI,,,,ENG MI,,,,,ENG_MI LOGIN
MI_X,X123,FFXX,29/05/2018,2:12:04,,ENG_MI,2:12:04,2:12:11,7,WARNING,,35,Output Stacker,(35)Tray Removal In Progress,
MI_X,X123,FFXX,29/05/2018,2:12:05,MTAXMC18500461,ENG_MI,,,,START,,,,,LOGIN=ENG_MI LOT_NAME:MTAXMC18500461
MI_X,X123,FFXX,29/05/2018,2:12:05,MTAXMC18500461,ENG_MI,,,,PRODUCTION,,,,,PRODUCTION MODE STARTED
MI_X,X123,FFXX,29/05/2018,2:12:05,MTAXMC18500461,ENG_MI,,,,SOCKET 48,USE,,,,48 SOCKET : USE
MI_X,X123,FFXX,29/05/2018,2:12:07,MTAXMC18500461,ENG_MI,,,,ENG MI,,,,,ENG_MI LOGOUT
MI_X,X123,FFXX,29/05/2018,2:12:07,MTAXMC18500461,OPERATOR,,,,OPERATOR,,,,,OPERATOR LOGIN
MI_X,X123,FFXX,29/05/2018,2:12:11,MTAXMC18500461,OPERATOR,2:12:11,2:12:31,20,WARNING,,2,Shuttle,(2)All TC Not Ready,
MI_X,X123,FFXX,29/05/2018,2:12:11,MTAXMC18500461,OPERATOR,2:12:11,2:12:31,20,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:12:11,MTAXMC18500461,OPERATOR,2:12:11,2:12:31,20,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:12:11,MTAXMC18500461,OPERATOR,2:12:11,2:12:31,20,WARNING,,35,Output Stacker,(35)Tray Removal In Progress,
MI_X,X123,FFXX,29/05/2018,2:12:31,MTAXMC18500461,OPERATOR,2:12:31,2:13:02,31,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:12:31,MTAXMC18500461,OPERATOR,2:12:31,2:13:02,31,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:12:32,MTAXMC18500461,OPERATOR,2:12:32,2:12:37,5,WARNING,,35,Output Stacker,(35)Tray Removal In Progress,
MI_X,X123,FFXX,29/05/2018,2:12:46,MTAXMC18500461,OPERATOR,2:12:46,2:13:02,16,WARNING,,33,Output Stacker,(33)Tray Exchange Vacumn Switch Not ON,
MI_X,X123,FFXX,29/05/2018,2:13:02,MTAXMC18500461,OPERATOR,2:13:02,2:14:01,59,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:13:02,MTAXMC18500461,OPERATOR,2:13:02,2:14:01,59,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:13:50,MTAXMC18500461,OPERATOR,2:13:50,2:14:00,10,WARNING,,3,Shuttle,(3)Door Opened,
MI_X,X123,FFXX,29/05/2018,2:14:01,MTAXMC18500461,OPERATOR,2:14:01,2:15:51,110,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:14:01,MTAXMC18500461,OPERATOR,2:14:01,2:15:52,111,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:15:37,MTAXMC18500461,OPERATOR,2:15:37,2:15:51,14,WARNING,,3,Shuttle,(3)Door Opened,
MI_X,X123,FFXX,29/05/2018,2:15:51,MTAXMC18500461,OPERATOR,2:15:51,2:17:23,92,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:15:52,MTAXMC18500461,OPERATOR,2:15:52,2:17:23,91,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:17:19,MTAXMC18500461,OPERATOR,2:17:19,2:17:23,4,WARNING,,17,Input Stacker,(17)Pick Unit Continous Fail,
MI_X,X123,FFXX,29/05/2018,2:17:23,MTAXMC18500461,OPERATOR,2:17:23,2:17:23,0,WARNING,,17,Input Stacker,(17)Pick Unit Continous Fail,
MI_X,X123,FFXX,29/05/2018,2:17:23,MTAXMC18500461,OPERATOR,2:17:23,2:19:39,136,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:17:23,MTAXMC18500461,OPERATOR,2:17:23,2:19:39,136,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:17:35,MTAXMC18500461,OPERATOR,2:17:35,2:19:39,124,WARNING,,15,Input Stacker,(15)Tray Removal In Progress,
MI_X,X123,FFXX,29/05/2018,2:19:13,MTAXMC18500461,OPERATOR,2:19:13,2:19:39,26,WARNING,,23,Output Stacker,(23)Vacumn Switch 7 Not ON,
MI_X,X123,FFXX,29/05/2018,2:19:27,MTAXMC18500461,OPERATOR,2:19:27,2:19:39,12,WARNING,,3,Shuttle,(3)Door Opened,
MI_X,X123,FFXX,29/05/2018,2:19:39,MTAXMC18500461,OPERATOR,2:19:39,2:19:39,0,WARNING,,3,Shuttle,(3)Door Opened,
MI_X,X123,FFXX,29/05/2018,2:19:39,MTAXMC18500461,OPERATOR,2:19:39,2:27:50,491,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:19:39,MTAXMC18500461,OPERATOR,2:19:39,2:27:50,491,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:22:20,MTAXMC18500461,OPERATOR,,,,END,,,,,END
MI_X,X123,FFXX,29/05/2018,2:22:20,MTAXMC18500461,OPERATOR,,,,RETEST START,1,,,,RETEST 1 START
MI_X,X123,FFXX,29/05/2018,2:22:55,MTAXMC18500461,OPERATOR,,,,RETEST END,,,,,RETEST 1 END
MI_X,X123,FFXX,29/05/2018,2:22:55,MTAXMC18500461,OPERATOR,,,,RETEST START,2,,,,RETEST 2 START
MI_X,X123,FFXX,29/05/2018,2:23:23,MTAXMC18500461,OPERATOR,,,,RETEST END,,,,,RETEST 2 END
MI_X,X123,FFXX,29/05/2018,2:23:23,MTAXMC18500461,OPERATOR,,,,START,,,,,START
MI_X,X123,FFXX,29/05/2018,2:26:40,MTAXMC18500461,OPERATOR,,,,END,,,,,END
MI_X,X123,FFXX,29/05/2018,2:26:40,MTAXMC18500461,OPERATOR,,,,RETEST START,1,,,,RETEST 1 START
MI_X,X123,FFXX,29/05/2018,2:26:47,MTAXMC18500461,OPERATOR,,,,RETEST END,,,,,RETEST 1 END
MI_X,X123,FFXX,29/05/2018,2:26:47,MTAXMC18500461,OPERATOR,,,,RETEST START,2,,,,RETEST 2 START
MI_X,X123,FFXX,29/05/2018,2:27:50,MTAXMC18500461,OPERATOR,2:27:50,2:28:27,37,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:27:50,MTAXMC18500461,OPERATOR,2:27:50,2:28:27,37,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:27:51,MTAXMC18500461,OPERATOR,2:27:51,2:28:27,36,WARNING,,28,PnP1,(28)Vision DUT Placement Inspection Fail ,
MI_X,X123,FFXX,29/05/2018,2:28:03,MTAXMC18500461,OPERATOR,2:28:03,2:28:27,24,WARNING,,3,Shuttle,(3)Door Opened,
MI_X,X123,FFXX,29/05/2018,2:28:27,MTAXMC18500461,OPERATOR,2:28:27,2:28:28,1,WARNING,,28,PnP1,(28)Vision DUT Placement Inspection Fail ,
MI_X,X123,FFXX,29/05/2018,2:28:27,MTAXMC18500461,OPERATOR,2:28:27,2:29:05,38,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:28:27,MTAXMC18500461,OPERATOR,2:28:27,2:29:05,38,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:28:33,MTAXMC18500461,OPERATOR,2:28:33,2:29:05,32,WARNING,,28,PnP1,(28)Vision DUT Placement Inspection Fail ,
MI_X,X123,FFXX,29/05/2018,2:28:51,MTAXMC18500461,OPERATOR,2:28:51,2:29:05,14,WARNING,,3,Shuttle,(3)Door Opened,
MI_X,X123,FFXX,29/05/2018,2:29:05,MTAXMC18500461,OPERATOR,2:29:05,2:31:34,149,WARNING,,105,TC2,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:29:05,MTAXMC18500461,OPERATOR,2:29:05,2:31:34,149,WARNING,,105,TC3,(105)Lot Info Not Detected,
MI_X,X123,FFXX,29/05/2018,2:29:11,MTAXMC18500461,OPERATOR,,,,RETEST END,,,,,RETEST 2 END
MI_X,X123,FFXX,29/05/2018,2:29:11,MTAXMC18500461,OPERATOR,,,,START,,,,,START
MI_X,X123,FFXX,29/05/2018,2:31:18,MTAXMC18500461,OPERATOR,2:31:18,2:31:34,16,WARNING,,9,PnP1,(9)Unload Vacumn Switch 9 Not ON,
MI_X,X123,FFXX,29/05/2018,2:31:28,MTAXMC18500461,OPERATOR,2:31:28,2:31:34,6,WARNING,,3,Shuttle,(3)Door Opened,
